teamID,playerGamertag,fullname,phoneNumber,emailAddress,address,link,dateOfBirth
A1,FalleN,3,4,5,6,,8
A1,yuurih,3,4,5,6,,8
A1,YEKINDAR,3,4,5,6,,8
A1,KSCERATO,3,4,5,6,,8
A1,moloday,3,4,5,6,,lol
A2,2,3,4,5,6,,lol
A3,2,3,4,5,6,,lol
A3,2,3,4,5,6,dontforgetaboutme,lol
A3,2,3,4,5,6,dontforgetaboutme,lol
1,2,3,4,5,6,dontforgetaboutme,lol
1,2,3,4,5,6,dontforgetaboutme,lol
1,2,3,4,5,6,dontforgetaboutme,lol
1,2,3,4,5,6,dontforgetaboutme,lol
1,2,3,4,5,6,dontforgetaboutme,lol
A1,Testplayer,testy mcgee,1234567,email@email.is,laugarvegur 5,face.com,01/05/1998
32,Sheriff_Norris,Chuck Norris,123456789,gmail@chucknorris.com,123 chucknorrisstreet,https://www.instagram.com/chucknorris/?hl=en,
32,Disciple1,Bob,3459621,bob@gmail.com,234 somewhere,,
32,Disciple2,Jim,1897253,jim@gmail.com,3452 whatever,,
33,chuck_norris,chuck norris,12342345,hotmail@chucknorris.com,132 chucknorrisroad,,1940-03-10
33,john,john,12345,bla@bla.com,basdf,,2002-11-11
33,guy,guy,123,guy@guy.com,asdfs,,1000-10-10
34,david,David,1234,david@gmail.com,asef,,1111-11-11
34,Baldvin,Baldvin,123,baldvin@gmail.com,asdf,,1111-11-11
